amount0In,amount0Out,amount1In,amount1Out,amountUSD,id,timestamp
0,10348.345822390545573334,5.230424144575536746,0,10388.13405395271353127381652062045,0xb5dfd15ef0eb0f5fbffdf1540c55eff25a9dedd7667fba098d9549ba9a5fbe52-1,1624443483
0,11654.533382928419018098,5.887264058769944014,0,11697.33003300579413279638675173354,0xc36ac52ada76bd0eb3395a502c75783f3e4484bc3304fd41c3a85c6b3988ad08-1,1624443447
0,19.802151922811923716,0.01,0,19.86907490277614816955516354198497,0xebb9519ca30629ac0e979ce015ef8d1b542e65cb8f8aef7af4329ef498debd97-0,1624443396
0,26156.571460956759997493,13.2,0,26234.67275381217290266227827898548,0xdb07d8ac1c786cec16bb23fee6d4161e73ba2fe88c072cdecf3bd9d292db7384-1,1624443193
0,23915.432803626790436395,12.053386370060743673,0,23969.49907497494552787245458250703,0x7da544be5f6d4c0d609cb55cf88d0ba7ab681847101f4df9825735d68cd725ed-0,1624443193
0,59.560614836761193497,0.03,0,59.659667386140011666365786945075,0x50271967274f4bd7db0d68b76442e4ff0aa9e03cca2486fa9d6847fc463e696b-0,1624442906
0,76.390995665448056047,0.038477134989099008,0,76.5165434388634199814557139866668,0x8b86982c1649c026af6b7e756f5553c0e8912c0869c4cc1589960cc4cf89c418-0,1624442878
318.466619485915887451,0,0,0.159447422664853098,318.0339127849270402627481622586994,0xefbed5fa35e43c73e05add89ef72cff6114b0c3f53456e3c1799bd43b843a120-0,1624442872
0,28.085617537193949929,0.014146548372752979,0,28.13203710013609834899267663983992,0x31141edad6413064e255f94c04ff911ce07a73517f0fab25858120fd3766fb90-1,1624442853
26.537463451102052737,0,0,0.013286672178716165,26.50396261672038336003274426994311,0x9ea5af2c0a049d7431832ab2840c35118cd8c5571f909d8264b071d84cb28087-1,1624442680
1000,0,0,0.5006893036500824,998.7732508414560225984202709832855,0xbc132c1350a62282cb7bf787c3010115bc70b2f024770f022cf9137df8fefc1c-0,1624442638
0,49.999999999817835881,0.025185965952992081,0,50.09056781590921024572648101105695,0xe4c056e685d075b8e1e17414e816c09e93665d3744ad00544b0119babb1459ee-0,1624442617
0,1637.351110381653282034,0.824729372898161388,0,1640.446122612608503029026172240913,0xa0261c9f311641c3e6f8ae7a01a597cad1716ac9b5089e3fbd3ac753b4fd5479-1,1624442589
0,43.9382925126751892,0.022130640185167897,0,44.01914369544612717335151823932591,0x22ffe5bbdae7c9003267114c6081c068a7a33ed7ec5a121424341f82860bee47-0,1624442589
0,12.853727840773173057,0.006474097933436134,0,12.87734482103113143691785028543993,0xfcb9e87abc6ea373f1ded900c3c77482229a9287b10b7580c428228d7dec3566-0,1624442576
0,17149.994145062985853078,8.634183611999620066,0,17178.69469930470064523510040490464,0xf90127e0894c1a0fe856e3daf3b3be602e6c00372f5a3d79906b3f038f0180ff-0,1624442206
10.505412931237772991,0,0,0.005254951683104814,10.48968171608689735125016233746563,0x7816690d5387b706971c3b780598c61e01212819f03c6ee56d2b3660fb54d322-2,1624441837
0,19.87169089125652692,0.01,0,19.90177314049359766977142241291311,0x6b2e8c91d655bac4800dd26ed8d335dd7a0b71e41cb823dfff48596330703fca-0,1624441794
0,1993.13693437283277465,1.00295096333381766,0,1997.033687762444750905498260058821,0xcb2ff5dabb8b4e5a9b17389e9cd285d2d07b983316070e68b25a773500bb5942-0,1624441653
0,30.316878632762995261,0.015254725,0,30.3751667689623538655862501763681,0xc8c35506be9e8eb8343a14cb5958e79d6a2ef7a94678429b51cd55e477f3e1d3-0,1624441609
2205.53125,0,0,1.103183592312336347,2203.170099697610700619481366678166,0x5b5826422a1cf6d7fc23587e46bbd0045832355603b23cab9d2064dba4a24864-0,1624441308
0,201.096787070158959838,0.101197961351701704,0,201.5165563683891255831458616730299,0x0debeac18673aaef31de3effc0051b552ce3244898242242bf10fd515822a088-0,1624441218
0,199.016310688522133876,0.100149967923129663,0,199.5121252011105871951195766026316,0xf94eb5d693a87a79411e6090a1a8c3639ef8d6ee865784c14678914256e5bb1a-0,1624441023
0,4893.02632482361063629,2.461845594311845689,0,4904.67393075304610187246797755654,0xb53a404272d8cdbfdde04ce7a78f0be90d2a84dc9fd12dbcfd30b5829c87a062-1,1624441021
0,966.746933532932100323,0.48647648951671133,0,969.137943783275313032429350366982,0x4453d3a82d3e61d3a3b71f52c6093602be76acdc578852471dfab339349d7c0b-1,1624441021
70,0,0,0.03500399372846635,69.94635223381554645722276727042765,0xc469eb9069fb7abaa838036e15d2d28bb15bb90ff4537c7e2a401deb38def805-0,1624440961
0,156.699360362291509296,0.078830718660803308,0,157.0895994107964012498544907132528,0x5cd8bc5cf171530eb8c90d041cf826c9b66d387fc04f7d13c1500b5c2e8bf392-1,1624440927
0,1188.630280785467986609,0.597943219529416408,0,1191.740294916609518871648410471204,0x5231846ac52292f07ca1f95943fca25ccb8d09eaa86d0b266bb73edec7a1fc82-0,1624440675
0,194.131827998347850989,0.097654982719548942,0,194.6322911135523426000020924814761,0xf9e62c477f76821090cfd16f6ffe40ef77325d3465069f90b14ad4af6de45036-1,1624440668
0,59.638462017812012406,0.03,0,59.759180322606924663663087674559,0xac7755b63b13109894227cdbbf549e7c4434302f1fa69ef605c2372ce4986d28-0,1624440561
0,1.987951893309047974,0.001,0,1.99255655694187197940645113571237,0x968d5992de88366201b30aea73334c8011e9aeae8551d3c96ba6709aad353d4c-0,1624440464
1000,0,0,0.500029495058670307,999.429621846515342239452000107078,0x48fbb66a029800acd1819dcd46acd3357b6ce9711f18cc5978d5455bd7de87e1-0,1624440299
0,208.818229933820739312,0.105046729538569771,0,209.3219453523892333542703510215114,0xf4eff98e7881e7e6758ecca2b3ff46e8dd33c6242311ea8b083ecfc62db5a54f-1,1624440141
27363.237279070439655226,0,0,13.692291302049457849,27349.88168586747680135056151151015,0x2e30de7cda7293de52f5f393043696ca803ff7ae2fc55863e36224899d32acd8-0,1624440004
15414.403099110231401451,0,0,7.721715187702164059,15407.87644046887671772805187443385,0x84413bb0bd53c3bd21b4504e9520388159a9dfeb532b647ba975df6e4bc69153-0,1624439996
9.983629429744423303,0,0,0.00500320036686876,9.982112929220340928007754359716255,0x5aac7cd9a64036c0bbc3fec57ea9eb643f36d21d1e88b35a0eb1f508af9c87fc-1,1624439924
19317.237891935374090776,0,0,9.685481372922287072,19315.78237371507173733555969711878,0xaa20899f4e25d88eae73882e8b8205417250b94c4d897a9cf3b9c3cff9af712f-0,1624439835
30,0,0,0.015049303583033971,29.97041958127387688038187305988827,0xfd325da0754dc697bada92dc73098058907155f6bc9fef3d56ddcdd724a92301-0,1624439816
118.402954820575392185,0,0,0.059395839956058017,118.2857592179545611379071815274637,0x565da2facaacc355f68206f53c2e11730940396079b03561267f2186289ea793-1,1624439816
1000,0,0,0.501656797180168067,999.380642536537258777959340323549,0x5419d2d0e9bc7d43bce0879486b3ce28ee7014462cc6db01f4d08e7520123e37-0,1624439781
0,80.526791428212619067,0.04064125,0,80.68203271875237828485304055905155,0xafc3d4c64da6a0bd1fa86ca1a95a8dc4a92e97d4db594e6ce95f7c8beb8c726c-0,1624439668
118.861992,0,0,0.059629396358625201,118.7280591167272848311648427758398,0x8a70daf1a46d18c14e270a9622b2d72084cbb4cf735b6dd75be44c739e585f25-0,1624439640
0,15.392797608834571306,0.0077686545,0,15.42884746850371910193061327274164,0x88f224c1e67795302dc4c948c0ef5ee8b27c011dc6f39806d8b9868acaaaba76-0,1624439620
23309.785423585623676863,0,0,11.700871774816803406,23294.36881191707234112540322399185,0x3f154e89ae6ca1d0e69632cabe59df59ddfae29b6bce6e360c3d502a6a841238-0,1624439612
0,118.741407192919665828,0.06,0,119.1035842498147558982680270357323,0x0ec8096097d3604c9dbee3ea54733b6d53da4787ff46aaf25abb00f05e1977d7-0,1624439608
